organ_label,as_label,cell_label,sex,modality,tool,organ_id,as_id,cell_id,count,percentage_of_total
heart,interventricular septum,NK_CD16hi,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0000939,356.868,0.008472108299063797
heart,heart left ventricle,mesothelial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000077,362.133,0.0005239564086695221
heart,heart right ventricle,"CD8-positive, alpha-beta T cell",Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0000625,365.919,0.004760047523595159
heart,right cardiac atrium,NK_CD16hi,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0000939,366.3100000000001,0.01246718816186522
heart,interventricular septum,vein endothelial cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0002543,370.265,0.01219482272113851
heart,interventricular septum,vein endothelial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0002543,372.1319999999999,0.008834478310039591
heart,right cardiac atrium,NC1_glial,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0010020,385.22,0.02719651462142716
heart,left cardiac atrium,mesothelial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0000077,393.008,0.008764355409722821
heart,heart left ventricle,"effector memory CD8-positive, alpha-beta T cell",Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000913,406.4189999999999,0.0005880321308885366
heart,heart right ventricle,NC1_glial,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0010020,406.573,0.005288893995148256
heart,right cardiac atrium,capillary endothelial cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0002144,407.6600000000001,0.02878077760908311
heart,right cardiac atrium,NC1_glial,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0010020,410.1960000000001,0.0139608274828546
heart,heart left ventricle,"effector CD8-positive, alpha-beta T cell",Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0001050,412.0929999999999,0.0005962416248114624
heart,heart left ventricle,CD4+T_act,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0001043,419.7569999999999,0.0006073303737408425
heart,left cardiac atrium,"CD14-low, CD16-positive monocyte",Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0002396,431.728,0.00962783870132113
heart,right cardiac atrium,endothelial cell of artery,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:1000413,433.84,0.03062908442801505
heart,heart left ventricle,B cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000236,443.156,0.0006411854932865845
heart,right cardiac atrium,adipocyte,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0000136,445.995,0.03148722687966202
heart,left cardiac atrium,"effector CD8-positive, alpha-beta T cell",Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0001050,446.248,0.009951644935670495
heart,heart right ventricle,vein endothelial cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0002543,448.282,0.01150262844202329
heart,heart right ventricle,CD14+Mo,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0002057,450.855,0.0058649352076566
heart,left cardiac atrium,endothelial cell of artery,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:1000413,459.635,0.02540704278682317
heart,left cardiac atrium,CD14+Mo,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0002057,463.6720000000001,0.01034021241688974
heart,left cardiac atrium,adipocyte,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0000136,466.485,0.02578568723968194
heart,heart right ventricle,"CD14-low, CD16-positive monocyte",Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0002396,473.821,0.006163687804342989
heart,heart right ventricle,aCM1,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0002129,482.3290000000001,0.006274363894763951
heart,interventricular septum,CD14+Mo,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0002057,504.3650000000001,0.01661145871672188
heart,left cardiac atrium,endothelial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0000115,506.264,0.01129004403764787
heart,interventricular septum,NK_CD16hi,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0000939,535.6550000000001,0.01764200711569133
heart,heart right ventricle,NK_CD16hi,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0000939,555.4030000000001,0.007224945069120005
heart,heart right ventricle,endothelial cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0000115,590.2579999999998,0.01514564149114125
heart,right cardiac atrium,vein endothelial cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0002543,601.2049999999999,0.04244504587761568
heart,heart left ventricle,dendritic cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000451,608.949,0.000881065053731355
heart,interventricular septum,endothelial cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0000115,624.3100000000001,0.02056189424610477
heart,left cardiac atrium,macrophage,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0000235,628.83,0.03475956077243469
heart,heart left ventricle,"CD8-positive, alpha-beta cytotoxic T cell",Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000794,632.47,0.0009150966904181961
heart,right cardiac atrium,macrophage,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0000235,637.6700000000001,0.04501947323255661
heart,interventricular septum,vascular associated smooth muscle cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0000359,641.484,0.01522894156975868
heart,heart left ventricle,"CD8-positive, alpha-beta T cell",Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000625,649.247,0.001932378419582639
heart,heart left ventricle,CD14+Mo,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0002057,658.683,0.001960463143527736
heart,left cardiac atrium,NC1_glial,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0010020,670.824,0.01495984802694068
heart,heart left ventricle,"CD14-low, CD16-positive monocyte",Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0002396,706.0770000000001,0.002101523699552946
heart,heart left ventricle,"naive thymus-derived CD4-positive, alpha-beta T cell",Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000895,718.682,0.002139040438142172
heart,left cardiac atrium,NK_CD16hi,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0000939,735.6799999999998,0.01640618254036784
heart,right cardiac atrium,vascular associated smooth muscle cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0000359,741.455,0.05234668955046538
heart,left cardiac atrium,endothelial cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0000115,742.5400000000001,0.0410450586898902
heart,left cardiac atrium,endocardial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0002350,743.4240000000001,0.01657887919868751
heart,heart left ventricle,mast cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000097,750.185,0.002232804009405669
heart,right cardiac atrium,vascular associated smooth muscle cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0000359,768.9390000000001,0.02617047636700195
heart,heart right ventricle,vein endothelial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0002543,781.9979999999999,0.01017260006546904
heart,right cardiac atrium,pericyte,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0000669,835.8900000000001,0.05901379629018418
heart,right cardiac atrium,"CD14-low, CD16-positive monocyte",Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0002396,839.4150000000001,0.02856909380276841
heart,heart left ventricle,endocardial cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0002350,843.0279999999998,0.002509136144339386
heart,heart left ventricle,NK_CD16hi,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000939,877.8979999999998,0.002612921045141155
heart,heart left ventricle,endothelial cell of lymphatic vessel,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0002138,881.8149999999999,0.001275864449003307
heart,left cardiac atrium,vascular associated smooth muscle cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0000359,929.5450000000001,0.0513820522529345
heart,heart right ventricle,vascular associated smooth muscle cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0000359,941.459,0.02415723377338105
heart,left cardiac atrium,adipocyte,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0000136,946.704,0.02111216647957862
heart,interventricular septum,macrophage,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0000235,952.8549999999999,0.03138265243528401
heart,heart left ventricle,adipocyte,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000136,967.2190000000002,0.002878770518169974
heart,right cardiac atrium,endocardial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0002350,1002.743,0.03412788528566848
heart,left cardiac atrium,capillary endothelial cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0002144,1012.43,0.05596365013252556
heart,right cardiac atrium,endocardial cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0002350,1025.695,0.07241402072744074
heart,interventricular septum,vascular associated smooth muscle cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0000359,1053.43,0.03469512943197153
heart,heart left ventricle,NC1_glial,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0010020,1067.817,0.003178184153124274
heart,heart right ventricle,macrophage,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0000235,1079.762,0.02770599999958944
heart,heart left ventricle,CD14+Mo,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0002057,1092.606,0.001580849897277442
heart,heart left ventricle,mast cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000097,1093.009,0.001581432982587794
heart,heart left ventricle,endothelial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000115,1169.832,0.001692585247593245
heart,heart left ventricle,adipocyte,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000136,1175.948,0.001701434254437202
heart,heart right ventricle,endothelial cell of artery,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:1000413,1228.37,0.03151918591272491
heart,right cardiac atrium,endothelial cell of artery,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:1000413,1270.15,0.0432289564680001
heart,interventricular septum,endothelial cell of artery,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:1000413,1299.213,0.03084354226086838
heart,left cardiac atrium,vein endothelial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0002543,1413.28,0.03151714014333823
heart,interventricular septum,endothelial cell of artery,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:1000413,1440.085,0.0474297632192369
heart,interventricular septum,macrophage,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0000235,1483.65,0.03522210867297153
heart,heart right ventricle,vascular associated smooth muscle cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0000359,1554.99,0.02022804582083805
heart,right cardiac atrium,vein endothelial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0002543,1618.97,0.05510088072510973
heart,right cardiac atrium,pericyte,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0000669,1715.022,0.05836996526367946
heart,left cardiac atrium,endothelial cell of artery,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:1000413,1720.136,0.03836024522925482
heart,right cardiac atrium,capillary endothelial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0002144,1726.946,0.05877579298239333
heart,heart left ventricle,NC1_glial,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0010020,1795.082,0.002597235595726716
heart,heart left ventricle,"CD14-low, CD16-positive monocyte",Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0002396,1841.780000000001,0.002664801148636972
heart,heart left ventricle,"CD8-positive, alpha-beta T cell",Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000625,2190.508,0.003169362374712765
heart,left cardiac atrium,vascular associated smooth muscle cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0000359,2238.016,0.04990933425438217
heart,heart left ventricle,endothelial cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000115,2263.044,0.006735583511615727
heart,heart left ventricle,vein endothelial cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0002543,2279.779000000001,0.00678539252552217
heart,heart left ventricle,endocardial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0002350,2305.694999999999,0.003336022046284855
heart,heart left ventricle,"naive thymus-derived CD4-positive, alpha-beta T cell",Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000895,2320.283000000001,0.003357128866402524
heart,heart left ventricle,NK_CD16hi,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000939,2390.344,0.003458497451833276
heart,heart right ventricle,endothelial cell of artery,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:1000413,2457.223,0.03196471966766161
heart,right cardiac atrium,macrophage,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0000235,2486.987,0.08464343011414568
heart,heart right ventricle,capillary endothelial cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0002144,2494.613,0.06401016870104319
heart,left cardiac atrium,fibroblast,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0000057,2636.565,0.1457402499053389
heart,heart right ventricle,macrophage,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0000235,2708.883,0.03523843204605125
heart,heart left ventricle,aCM1,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0002129,2808.603000000001,0.008359351412290024
heart,heart left ventricle,vascular associated smooth muscle cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000359,3255.041,0.009688101729013293
heart,left cardiac atrium,pericyte,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0000669,3292.795000000001,0.1820143884892087
heart,right cardiac atrium,aCM4,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0002129,3389.979000000001,0.11537633714005
heart,right cardiac atrium,aCM3,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0002129,3439.865,0.2428543138160935
heart,left cardiac atrium,macrophage,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0000235,3508.032,0.07823158621880666
heart,right cardiac atrium,vCM1,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0002131,3580.251,0.1218521549608423
heart,heart left ventricle,endothelial cell of artery,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:1000413,3851.75,0.01146410931067442
heart,heart left ventricle,vein endothelial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0002543,3930.416,0.005686768816808268
heart,interventricular septum,pericyte,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0000669,4166.04,0.1372101582627898
heart,interventricular septum,capillary endothelial cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0002144,4209.25,0.1386332965280334
heart,right cardiac atrium,fibroblast,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0000057,4333.725,0.3059607894910555
heart,interventricular septum,fibroblast,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0000057,4487.88,0.1478100846521899
heart,interventricular septum,fibroblast,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0000057,4970.907,0.1180101955024668
heart,heart left ventricle,vascular associated smooth muscle cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000359,4984.261,0.007211536903379588
heart,heart right ventricle,pericyte,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0000669,5799.657,0.1488154767806414
heart,interventricular septum,capillary endothelial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0002144,6049.737000000001,0.1436218070683091
heart,left cardiac atrium,aCM4,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0002129,6060.879999999999,0.3350246118894358
heart,heart right ventricle,fibroblast,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0000057,6141.246,0.1575804313112321
heart,left cardiac atrium,capillary endothelial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0002144,6777.935999999999,0.1511527501942837
heart,left cardiac atrium,pericyte,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0000669,6842.791999999999,0.1525990847077109
heart,left cardiac atrium,aCM1,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0002129,7215.472000000001,0.1609101113893446
heart,heart left ventricle,aCM1,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0002129,7362.891999999998,0.01065308726280553
heart,left cardiac atrium,fibroblast,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002079,CL:0000057,7648.168,0.1705595371729557
heart,right cardiac atrium,fibroblast,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002078,CL:0000057,7675.348000000001,0.2612268508197863
heart,heart left ventricle,endothelial cell of artery,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:1000413,9460.725,0.01368836171906444
heart,heart right ventricle,fibroblast,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0000057,9969.944000000001,0.1296937498396706
heart,interventricular septum,vCM1,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0002131,10233.27,0.2429396070635658
heart,interventricular septum,vCM1,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0002131,10587.94,0.3487179487179487
heart,heart left ventricle,macrophage,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000235,11113.213,0.03307667647817432
heart,heart right ventricle,capillary endothelial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0002144,11671.777,0.1518319988981302
heart,interventricular septum,pericyte,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002094,CL:0000669,14530.005,0.3449448421991843
heart,heart right ventricle,vCM1,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0002131,16747.181,0.2178552560710154
heart,heart right ventricle,vCM4,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0002131,18477.431,0.4741190218570516
heart,heart right ventricle,pericyte,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002080,CL:0000669,25688.97600000001,0.3341743571459681
heart,heart left ventricle,macrophage,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000235,25938.45500000001,0.03752936000926734
heart,heart left ventricle,fibroblast,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000057,28021.04,0.08340008192608041
heart,heart left ventricle,capillary endothelial cell,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0002144,46392.66399999999,0.1380802417886388
heart,heart left ventricle,vCM1,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0002131,60106.29,0.1788966259022773
heart,heart left ventricle,fibroblast,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000057,63910.30700000001,0.09246938260994336
heart,heart left ventricle,vCM1,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0002131,78545.41299999999,0.1136443586001397
heart,heart left ventricle,capillary endothelial cell,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0002144,106900.015,0.1546695494365828
heart,heart left ventricle,pericyte,Female,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000669,166853.868,0.496613482614614
heart,heart left ventricle,pericyte,Male,sc_transcriptomics,celltypist,UBERON:0000948,UBERON:0002084,CL:0000669,367782.1350000001,0.5321299263734853
heart,interventricular septum,hepatocyte,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002094,ASCTB-TEMP:hepatocyte,104.3,0.003435161329898172
heart,heart right ventricle,hepatocyte,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002080,ASCTB-TEMP:hepatocyte,127.927,0.003282524724844438
heart,left cardiac atrium,hepatocyte,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002079,ASCTB-TEMP:hepatocyte,206.87,0.01143506247633472
heart,right cardiac atrium,hepatocyte,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002078,ASCTB-TEMP:hepatocyte,394.57,0.02785662419961714
heart,interventricular septum,hepatocyte,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002094,ASCTB-TEMP:hepatocyte,441.306,0.0171523418574999
heart,heart right ventricle,hepatocyte,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002080,ASCTB-TEMP:hepatocyte,560.841,0.01135452104561906
heart,left cardiac atrium,hepatocyte,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002079,ASCTB-TEMP:hepatocyte,596.288,0.01329764269061394
heart,right cardiac atrium,hepatocyte,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002078,ASCTB-TEMP:hepatocyte,604.9780000000001,0.02059014102751467
heart,right cardiac atrium,macrophage,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002078,CL:0000235,1203.345,0.08495610271305039
heart,left cardiac atrium,macrophage,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002079,CL:0000235,1437.13,0.07943960620976902
heart,right cardiac atrium,smooth muscle cell,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002078,CL:0000192,1601.655,0.1130767707439435
heart,heart left ventricle,hepatocyte,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002084,ASCTB-TEMP:hepatocyte,1633.137,0.01270647001346462
heart,heart right ventricle,macrophage,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002080,CL:0000235,1917.071,0.04919081160960743
heart,right cardiac atrium,cardiac endothelial cell,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002078,CL:0010008,1931.71,0.1363786388540498
heart,right cardiac atrium,smooth muscle cell,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002078,CL:0000192,2498.278,0.08502771397627235
heart,left cardiac atrium,cardiac endothelial cell,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002079,CL:0010008,2537.925,0.1402877697841727
heart,interventricular septum,macrophage,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002094,CL:0000235,2689.857,0.1045472910220779
heart,interventricular septum,macrophage,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002094,CL:0000235,2792.26,0.0919641761747025
heart,left cardiac atrium,fibroblast of cardiac tissue,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002079,CL:0002548,2945.5,0.1628171147292692
heart,interventricular septum,smooth muscle cell,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002094,CL:0000192,3662.118,0.1423363830505451
heart,interventricular septum,fibroblast of cardiac tissue,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002094,CL:0002548,3936.285,0.152992494932199
heart,left cardiac atrium,smooth muscle cell,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002079,CL:0000192,4154.525000000001,0.2296478606588414
heart,interventricular septum,fibroblast of cardiac tissue,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002094,CL:0002548,4360.485,0.1436142804563857
heart,right cardiac atrium,cardiac muscle cell,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002078,CL:0000746,4423.485000000001,0.3122978414416793
heart,right cardiac atrium,fibroblast of cardiac tissue,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002078,CL:0002548,4609.55,0.3254340220476599
heart,heart right ventricle,cardiac endothelial cell,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002080,CL:0010008,4849.278,0.1244293615315312
heart,interventricular septum,cardiac endothelial cell,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002094,CL:0010008,4951.260000000001,0.1924417618282212
heart,heart right ventricle,macrophage,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002080,CL:0000235,5043.881,0.102116023910695
heart,interventricular septum,smooth muscle cell,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002094,CL:0000192,5156.89,0.1698441908968225
heart,right cardiac atrium,cardiac endothelial cell,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002078,CL:0010008,5178.015,0.1762312994730162
heart,heart left ventricle,hepatocyte,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002084,ASCTB-TEMP:hepatocyte,5403.058999999999,0.0266286630559126
heart,right cardiac atrium,macrophage,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002078,CL:0000235,5450.067,0.185490461040573
heart,heart right ventricle,fibroblast of cardiac tissue,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002080,CL:0002548,6245.112000000001,0.1602455662168479
heart,interventricular septum,cardiac endothelial cell,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002094,CL:0010008,6566.429999999999,0.216267942583732
heart,heart right ventricle,smooth muscle cell,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002080,CL:0000192,6716.120000000001,0.1723313292348154
heart,left cardiac atrium,cardiac muscle cell,Female,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002079,CL:0000746,6808.900000000001,0.376372586141613
heart,left cardiac atrium,macrophage,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002079,CL:0000235,7524.264,0.1677963906398411
heart,heart right ventricle,smooth muscle cell,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002080,CL:0000192,7725.191,0.1564005552214031
heart,right cardiac atrium,cardiac muscle cell,Male,sc_transcriptomics,popv,UBERON:0000948,UBERON:0002078,CL:0000746,7771.801000000001,0.2645095832043142
